,race,username,date,tweet,language,like_count,winner,clean_tweet
716,Spain_18,NicholasLatifi,2018-05-13 09:38:44+00:00,Formation lap underway. Very slippery conditions today with much of the circuit damp. No further rain forecast for the race. #F2 #SpanishGP @FIA_F2.,en,2,0,Formation lap underway. Very slippery conditions today with much of the circuit damp. No further rain forecast for the race. #F2 #SpanishGP
717,Spain_18,NicholasLatifi,2018-05-13 09:33:51+00:00,"Nicholas occupying P14 on the grid ready for the formation lap. Another overcast day in Barcelona, temperature a crisp 12ºC. #F2 #SpanishGP @FIA_F2",en,0,0,"Nicholas occupying P14 on the grid ready for the formation lap. Another overcast day in Barcelona, temperature a crisp 12ºC. #F2 #SpanishGP"
718,Spain_18,NicholasLatifi,2018-05-13 09:22:21+00:00,Time to go racing! It's Steve at the Twitter controls as Nicholas prepares for the 26-lap Sprint Race. Lights out: 1130hrs #F2 #SpanishGP @FIA_F2,en,1,0,Time to go racing! It's Steve at the Twitter controls as Nicholas prepares for the 26-lap Sprint Race. Lights out: 1130hrs #F2 #SpanishGP
719,Spain_18,NicholasLatifi,2018-05-12 20:50:12+00:00,Missed opportunity today. Stalled at the start because of a clutch problem but was then one of the quickest cars in the race ending with the fastest lap! Fighting from P14 tomorrow!💪🏻 https://t.co/fH7z4xudvc,en,9,0,Missed opportunity today. Stalled at the start because of a clutch problem but was then one of the quickest cars in the race ending with the fastest lap! Fighting from P14 tomorrow!flexed_bicepslight_skin_tone
720,Spain_18,NicholasLatifi,2018-05-12 15:59:05+00:00,https://t.co/L049kHDmoh,zxx,2,0,
721,Spain_18,NicholasLatifi,2018-05-12 15:55:20+00:00,🏁 Chequered flag and its P14 for Nicholas after that start line stall. Time to reset and regroup. Tomorrow's a new day. #F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,chequered_flag Chequered flag and its P14 for Nicholas after that start line stall. Time to reset and regroup. Tomorrow's a new day. #F2 #SpanishGP 🇨🇦
722,Spain_18,NicholasLatifi,2018-05-12 15:46:57+00:00,L34 Another fastest lap for Nicholas - 1:30.039 - and we're on the final lap. #F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,L34 Another fastest lap for Nicholas - 1:30.039 - and we're on the final lap. #F2 #SpanishGP 🇨🇦
723,Spain_18,NicholasLatifi,2018-05-12 15:44:38+00:00,L33 - fastest lap of the race for Nicholas 1:30.308. Just 1min left on the clock now. #F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,L33 - fastest lap of the race for Nicholas 1:30.308. Just 1min left on the clock now. #F2 #SpanishGP 🇨🇦
724,Spain_18,NicholasLatifi,2018-05-12 15:41:42+00:00,"L31/37 VSC ended, we're racing again and there's a spin for Nicholas. He recovers and pits for fresh tyres. #F2 #SpanishGP @FIA_F2 🇨🇦",en,0,0,"L31/37 VSC ended, we're racing again and there's a spin for Nicholas. He recovers and pits for fresh tyres. #F2 #SpanishGP 🇨🇦"
725,Spain_18,NicholasLatifi,2018-05-12 15:34:32+00:00,"L28/37 Gelael and Deletraz are out, Nicholas moves up to P13 and we have another VSC period. #F2 #SpanishGP @FIA_F2 🇨🇦",en,0,0,"L28/37 Gelael and Deletraz are out, Nicholas moves up to P13 and we have another VSC period. #F2 #SpanishGP 🇨🇦"
726,Spain_18,NicholasLatifi,2018-05-12 15:24:04+00:00,L23/37 Another quickest lap of the race so far for Nicholas: 1:32.244 #F2 #SpanishGP @FIA_F2 🇨🇦,en,2,0,L23/37 Another quickest lap of the race so far for Nicholas: 1:32.244 #F2 #SpanishGP 🇨🇦
727,Spain_18,NicholasLatifi,2018-05-12 15:23:15+00:00,L21/37 Quickest lap of the race so far for Nicholas: 1:32.831#F2 #SpanishGP @FIA_F2 🇨🇦,en,0,0,L21/37 Quickest lap of the race so far for Nicholas: 1:32.831#F2 #SpanishGP 🇨🇦
728,Spain_18,NicholasLatifi,2018-05-12 15:15:57+00:00,L18/37 Nicholas passes Merhi for P15. #F2 #SpanishGP @FIA_F2 🇨🇦,fr,1,0,L18/37 Nicholas passes Merhi for P15. #F2 #SpanishGP 🇨🇦
729,Spain_18,NicholasLatifi,2018-05-12 15:07:06+00:00,L11/37 Maini off and we have our third Virtual Safety Car. Heavy rain holding off for now - skies very grey though. Nicholas P16. #F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,L11/37 Maini off and we have our third Virtual Safety Car. Heavy rain holding off for now - skies very grey though. Nicholas P16. #F2 #SpanishGP 🇨🇦
730,Spain_18,NicholasLatifi,2018-05-12 15:02:49+00:00,L8/37 VSC disabled and we're racing again. Nicholas 3.3sec behind Merhi who has rejoined after a front wing swap. #F2 #SpanishGP @FIA_F2 🇨🇦,en,0,0,L8/37 VSC disabled and we're racing again. Nicholas 3.3sec behind Merhi who has rejoined after a front wing swap. #F2 #SpanishGP 🇨🇦
731,Spain_18,NicholasLatifi,2018-05-12 14:57:23+00:00,L6/37. Nicholas up to P17 courtesy of Boschung who goes off. VSC deployed again while marshals retrieve the car. #F2 #SpanishGP @FIA_F2 🇨🇦,en,0,0,L6/37. Nicholas up to P17 courtesy of Boschung who goes off. VSC deployed again while marshals retrieve the car. #F2 #SpanishGP 🇨🇦
732,Spain_18,NicholasLatifi,2018-05-12 14:52:27+00:00,L4/37 VSC ending. We're racing again. And it's fightback time. Go Nicholas! 💪#F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,L4/37 VSC ending. We're racing again. And it's fightback time. Go Nicholas! flexed_biceps#F2 #SpanishGP 🇨🇦
733,Spain_18,NicholasLatifi,2018-05-12 14:50:37+00:00,Looks like a stall on the line for Nicholas. He's now started but is down in 18th. Virtual Safety Car out now while crews are clearing Gunther's car from the gravel trap. #F2 #SpanishGP @FIA_F2 🇨🇦,en,1,0,Looks like a stall on the line for Nicholas. He's now started but is down in 18th. Virtual Safety Car out now while crews are clearing Gunther's car from the gravel trap. #F2 #SpanishGP 🇨🇦
734,Spain_18,NicholasLatifi,2018-05-12 14:46:02+00:00,🚥🚥🚥🚥🚥 Lights out - but problems for Nicholas who doesn't get away cleanly #F2 #SpanishGP @FIA_F2 🇨🇦,en,0,0,horizontal_traffic_lighthorizontal_traffic_lighthorizontal_traffic_lighthorizontal_traffic_lighthorizontal_traffic_light Lights out - but problems for Nicholas who doesn't get away cleanly #F2 #SpanishGP 🇨🇦
735,Spain_18,NicholasLatifi,2018-05-12 14:42:05+00:00,Formation lap underway. Nicholas away cleanly #F2 #SpanishGP @FIA_F2,en,1,0,Formation lap underway. Nicholas away cleanly #F2 #SpanishGP
736,Spain_18,NicholasLatifi,2018-05-12 14:41:16+00:00,"Cars lining up on the grid before the formation lap, Nicholas will start this 37-lap race from the third row in P6. #F2 #SpanishGP @FIA_F2",en,1,0,"Cars lining up on the grid before the formation lap, Nicholas will start this 37-lap race from the third row in P6. #F2 #SpanishGP"
737,Spain_18,NicholasLatifi,2018-05-12 14:39:34+00:00,It's a fresh 18ºC at the Circuit de Barcelona-Catalunya. Cloudy skies overhead and - as of a couple of minutes ago - rain. 🌧️ That should make this interesting! #F2 #SpanishGP @FIA_F2,en,3,0,It's a fresh 18ºC at the Circuit de Barcelona-Catalunya. Cloudy skies overhead and - as of a couple of minutes ago - rain. cloud_with_rain️ That should make this interesting! #F2 #SpanishGP
738,Spain_18,NicholasLatifi,2018-05-12 14:34:58+00:00,Hola from Barcelona! Steve here at the controls while Nicholas gets set for the Feature Race. Lights out: 1640hrs 🇪🇸 #F2 #SpanishGP @FIA_F2,en,3,0,Hola from Barcelona! Steve here at the controls while Nicholas gets set for the Feature Race. Lights out: 1640hrs 🇪🇸 #F2 #SpanishGP
739,Spain_18,Anto_Giovinazzi,2018-05-14 14:11:00+00:00,"Pronto per i test @F1 a @Circuitcat_es .

Giorno 1: @SauberF1Team 
Giorno 2: @ScuderiaFerrari 

💪🏻💪🏻 #AG99 #f1 https://t.co/EraEqL3l4c",it,513,0,Pronto per i test a . Giorno 1: Giorno 2: flexed_bicepslight_skin_toneflexed_bicepslight_skin_tone #AG99 #f1
740,Spain_18,Anto_Giovinazzi,2018-05-14 07:54:13+00:00,👍🏻👍🏻👍🏻 https://t.co/woUHoJn1li,qme,321,0,thumbs_uplight_skin_tonethumbs_uplight_skin_tonethumbs_uplight_skin_tone
741,Spain_17,Max33Verstappen,2017-05-15 09:26:19+00:00,Only 5 days to go until the #JumboRacedagen. I hope to see you all there! 👊🏽 Check: https://t.co/OySR6YC5Sd and https://t.co/kYY9zslR1E https://t.co/l4YhSsLePW,en,647,0,Only 5 days to go until the #JumboRacedagen. I hope to see you all there! oncoming_fistmedium_skin_tone Check: and
742,Spain_17,Max33Verstappen,2017-05-14 14:05:49+00:00,A very unfortunate premature end to my race. It’s a shame for all the fans that turned out to watch me. On to the next one. #SpanishGP 🇪🇸 https://t.co/X7QciGRnNI,en,1965,0,A very unfortunate premature end to my race. It’s a shame for all the fans that turned out to watch me. On to the next one. #SpanishGP 🇪🇸
743,Spain_17,Max33Verstappen,2017-05-14 09:01:08+00:00,Raceday. The best day of the week 💪🏻 #unleashthelion #keeppushing #SpanishGP 🇪🇸 https://t.co/8nG5FvPWJy,en,1499,0,Raceday. The best day of the week flexed_bicepslight_skin_tone #unleashthelion #keeppushing #SpanishGP 🇪🇸
744,Spain_17,Max33Verstappen,2017-05-14 07:41:06+00:00,The sweetest woman in my life ❤ Happy Mother’s Day! https://t.co/iHk6zFfNIF,en,2701,0,The sweetest woman in my life red_heart Happy Mother’s Day!
745,Spain_17,Max33Verstappen,2017-05-13 13:39:38+00:00,"Happy starting 5th in #SpanishGP! The car worked really well, great balance. Thanks to @redbullracing for the improvement 💪🏻 #keeppushing https://t.co/HgLH85sPY8",en,1720,0,"Happy starting 5th in #SpanishGP! The car worked really well, great balance. Thanks to for the improvement flexed_bicepslight_skin_tone #keeppushing"
746,Spain_17,Max33Verstappen,2017-05-13 07:07:34+00:00,"My favourite time of a Saturday is qualifying: pushing my car to the max, let's go! 💪 #SpanishGP 🇪🇸 https://t.co/CgfzvEEcE5",en,1551,0,"My favourite time of a Saturday is qualifying: pushing my car to the max, let's go! flexed_biceps #SpanishGP 🇪🇸"
747,Spain_17,Charles_Leclerc,2017-05-14 15:47:10+00:00,Very happy with the w-e ! Strong points in R2 even though we lost some time at the begining of the race with traffic. P1 &amp; P4. Very happy 🙂 https://t.co/Na00CI2Zxj,en,316,0,Very happy with the w-e ! Strong points in R2 even though we lost some time at the begining of the race with traffic. P1 &amp; P4. Very happy slightly_smiling_face
748,Spain_17,Charles_Leclerc,2017-05-13 17:13:51+00:00,2nd win of the season !! Very very happy with the race ! Tomorrow is going to be hard ! Starting P8 ! #pusshhhhh https://t.co/VEiIlXxzHU,en,410,0,2nd win of the season !! Very very happy with the race ! Tomorrow is going to be hard ! Starting P8 ! #pusshhhhh
749,Spain_17,SChecoPerez,2017-05-15 18:50:09+00:00,Gracias a todos los que nos enseñan tanto! #FelizDiaDelMaestro https://t.co/QrhLDwsaXj,es,461,0,Gracias a todos los que nos enseñan tanto! #FelizDiaDelMaestro
750,Spain_17,SChecoPerez,2017-05-13 19:57:36+00:00,What a nice surprise made it into Q3! We have a great start position to score good points tomorrow! 😃💪 #Checo11 https://t.co/WxI1DB5ctB,en,1084,0,What a nice surprise made it into Q3! We have a great start position to score good points tomorrow! smiling_face_with_open_mouthflexed_biceps #Checo11
751,Spain_17,GeorgeRussell63,2017-05-14 16:12:04+00:00,"Tough weekend.. P4 &amp; P5. 2 very poor starts made it difficult to fight for the podium. 

The work has already begun to come back stronger! 👊 https://t.co/EiWXTnO9v9",en,133,0,Tough weekend.. P4 &amp; P5. 2 very poor starts made it difficult to fight for the podium. The work has already begun to come back stronger! oncoming_fist
752,Spain_17,GeorgeRussell63,2017-05-13 20:41:16+00:00,@derekwarwick @ARTGP @GP3_Official @MercedesAMGF1 @MercedesBenz @MercedesAMG I would hope it couldn't get much worse... 😐😐,en,1,0,I would hope it couldn't get much worse... neutral_faceneutral_face
753,Spain_17,GeorgeRussell63,2017-05-13 18:06:29+00:00,"Happy with the recovery today but very disappointed with my start!!

P4 - P8 - P4

Work to do now to prevent this from happening tomorrow! 👊 https://t.co/aW2L9M2eQr",en,139,0,Happy with the recovery today but very disappointed with my start!! P4 - P8 - P4 Work to do now to prevent this from happening tomorrow! oncoming_fist
754,Spain_17,GeorgeRussell63,2017-05-13 08:59:23+00:00,"P4 in quali.. didn't quite have the tyres in the right window 😐

Not where we would have liked to be, but not overly disappointed! 

#GP3 https://t.co/751E82siMJ",en,134,0,"P4 in quali.. didn't quite have the tyres in the right window neutral_face Not where we would have liked to be, but not overly disappointed! #GP3"
755,Spain_17,Carlossainz55,2017-05-14 17:52:48+00:00,Attack mode on from start to finish. Recovered from 12th to 7th in my home GP.Pretty happy with that. Great job @ToroRossoSpy with pit stops,en,222,0,Attack mode on from start to finish. Recovered from 12th to 7th in my home GP.Pretty happy with that. Great job with pit stops
756,Spain_17,Carlossainz55,2017-05-14 17:51:57+00:00,Carrera al ataque con recompensa! 💪😊Remontada desde el 12 al 7o en el GP de casa! Muy contento! A por Monaco! https://t.co/ziIjcIfPub,es,677,0,Carrera al ataque con recompensa! flexed_bicepssmiling_face_with_smiling_eyesRemontada desde el 12 al 7o en el GP de casa! Muy contento! A por Monaco!
757,Spain_17,Carlossainz55,2017-05-13 17:11:57+00:00,Probably todays result doesnt reflect the good qualy and weekend we had up until now. Tomorrow we will try and recover a bit! https://t.co/IbdszarmZb,en,167,0,Probably todays result doesnt reflect the good qualy and weekend we had up until now. Tomorrow we will try and recover a bit!
758,Spain_17,Carlossainz55,2017-05-13 17:11:01+00:00,Probablememte el resultado de hoy no refleja la buena qualy y buen fin de semanana que hemos hecho hasta ahora.Mañana a remontar un poquito! https://t.co/MUgivPCGob,es,439,0,Probablememte el resultado de hoy no refleja la buena qualy y buen fin de semanana que hemos hecho hasta ahora.Mañana a remontar un poquito!
759,Spain_17,Carlossainz55,2017-05-13 07:22:15+00:00,Noticias para la grada #Carlo55ainz del @Circuitcat_es !! News!! https://t.co/9IqeJOXHBO,es,367,0,Noticias para la grada #Carlo55ainz del !! News!!
760,Spain_17,LandoNorris,2017-05-15 17:43:36+00:00,@Mauro_Serafin @McLarenF1  https://t.co/K6l7XVUQ1o,qme,9,0,
761,Spain_17,LandoNorris,2017-05-15 11:44:26+00:00,"Yo Pau, it's #raceweek https://t.co/Mn54LHpvME",in,46,0,"Yo Pau, it's #raceweek"
762,Spain_17,OconEsteban,2017-05-15 17:06:50+00:00,🔝👌🏻👌🏻@autohebdo https://t.co/EtJ8dn3HFk,qme,105,0,TOP_arrowOK_handlight_skin_toneOK_handlight_skin_tone
763,Spain_17,OconEsteban,2017-05-14 21:08:03+00:00,@_winway @FRosenqvist Thank you guys !!☺️,en,6,0,Thank you guys !!smiling_face️
764,Spain_17,OconEsteban,2017-05-14 16:38:10+00:00,"What a race, 5 consecutive races in the points and P5 today !! Thank you @ForceIndiaF1 !👌🏻 #SpanishGP #EO31 #ForeverFaster https://t.co/mImd6fx5sS",en,3345,0,"What a race, 5 consecutive races in the points and P5 today !! Thank you !OK_handlight_skin_tone #SpanishGP #EO31 #ForeverFaster"
765,Spain_17,OconEsteban,2017-05-14 09:21:21+00:00,"Brilliant present from @Bose thank you guys ;)! This is what i will be listening before getting into the car, https://t.co/gGM8ncxGUf 😎 https://t.co/xYBqGNt8br",en,223,0,"Brilliant present from thank you guys ;)! This is what i will be listening before getting into the car, smiling_face_with_sunglasses"
766,Spain_17,OconEsteban,2017-05-13 17:23:42+00:00,"Great to be in Q3 once again, such a shame i lost 3tenths because of the DRS in my last run... Head down into the race tomorrow 😉! #EO31 https://t.co/HuBKdWZWaL",en,708,0,"Great to be in Q3 once again, such a shame i lost 3tenths because of the DRS in my last run... Head down into the race tomorrow winking_face! #EO31"
767,Spain_17,KevinMagnussen,2017-05-14 16:23:11+00:00,Frustrating way to end this weekend. That's life in Formula One sometimes. Now we gotta look forward. Thanks for the support all weekend!,en,615,0,Frustrating way to end this weekend. That's life in Formula One sometimes. Now we gotta look forward. Thanks for the support all weekend!
768,Spain_17,KevinMagnussen,2017-05-13 13:34:43+00:00,"Positive about the qualifying today. Would have loved to go through to Q3, but P11 gives good opportunities for tomorrow 👊🏼",en,494,0,"Positive about the qualifying today. Would have loved to go through to Q3, but P11 gives good opportunities for tomorrow oncoming_fistmedium-light_skin_tone"
769,Spain_17,KevinMagnussen,2017-05-13 08:32:54+00:00,Qualifying day! 💪🏼,en,291,0,Qualifying day! flexed_bicepsmedium-light_skin_tone
770,Spain_17,danielricciardo,2017-05-14 16:36:20+00:00,Honey badger will take what he can get 🥉,en,5764,0,Honey badger will take what he can get 3rd_place_medal
771,Spain_17,PierreGASLY,2017-05-15 16:29:32+00:00,"Run, run, run! 🏃🏼 #OneGoal https://t.co/xu9L1DN2R4",en,123,0,"Run, run, run! person_runningmedium-light_skin_tone #OneGoal"
772,Spain_17,alex_albon,2017-05-13 20:41:24+00:00,"Really thought we had a chance for the win until the safety car. Anyway, happy for this guy! @Nirei0124. Not a hobby driver anymore! 😂👊🏼 https://t.co/rSOMEYRiDz",en,85,0,"Really thought we had a chance for the win until the safety car. Anyway, happy for this guy! Not a hobby driver anymore! face_with_tears_of_joyoncoming_fistmedium-light_skin_tone"
773,Spain_17,NicholasLatifi,2017-05-14 18:55:56+00:00,"Want to get my thoughts about this weekend's @FIA_F2 races at the #SpanishGP? It's post-event wrap time! 👍🏼 🇨🇦 😁 
https://t.co/V0i8Fr7HVB",en,9,0,Want to get my thoughts about this weekend's races at the #SpanishGP? It's post-event wrap time! thumbs_upmedium-light_skin_tone 🇨🇦 grinning_face_with_smiling_eyes
774,Spain_17,NicholasLatifi,2017-05-14 15:45:32+00:00,Gutted for what happened today. The win was mine to take. Really sorry for my team. Just have to learn from the mistake and move on!🇪🇸🏆 https://t.co/DwIzqvyxhn,en,48,0,Gutted for what happened today. The win was mine to take. Really sorry for my team. Just have to learn from the mistake and move on!🇪🇸trophy
775,Spain_17,NicholasLatifi,2017-05-14 09:38:47+00:00,That's all for the live text updates from the #SpanishGP. Join is in #Monaco on 26 May for more of the same...🇨🇦 #FIAF2,en,4,0,That's all for the live text updates from the #SpanishGP. Join is in #Monaco on 26 May for more of the same...🇨🇦 #FIAF2
776,Spain_17,NicholasLatifi,2017-05-14 09:35:33+00:00,"Podium: Nicholas explains his Turn Five error: ""the mirror on my car came off and that distracted me at the braking point."" 🇨🇦 #FIAF2",en,2,0,"Podium: Nicholas explains his Turn Five error: ""the mirror on my car came off and that distracted me at the braking point."" 🇨🇦 #FIAF2"
777,Spain_17,NicholasLatifi,2017-05-14 09:29:18+00:00,Analysis: Running wide and through the gravel at Turn Five robs Nicholas of his first @FIA_F2 victory but he recovers to take P3...🇨🇦 #FIAF2,en,2,0,Analysis: Running wide and through the gravel at Turn Five robs Nicholas of his first victory but he recovers to take P3...🇨🇦 #FIAF2
778,Spain_17,NicholasLatifi,2017-05-14 09:25:33+00:00,Points haul: P3 means Nicholas scoops 10 championship points and the second @FIA_F2 podium of his career...🇨🇦 #FIAF2,en,6,0,Points haul: P3 means Nicholas scoops 10 championship points and the second podium of his career...🇨🇦 #FIAF2
779,Spain_17,NicholasLatifi,2017-05-14 09:23:42+00:00,Chequered flag: Nicholas completes the race distance in P3...🇨🇦 #FIAF2,en,3,0,Chequered flag: Nicholas completes the race distance in P3...🇨🇦 #FIAF2
780,Spain_17,NicholasLatifi,2017-05-14 09:21:49+00:00,Lap 26: They're on the final lap and Nicholas remains in P3. The gap to P2 is just over a second...🇨🇦 #FIAF2,en,1,0,Lap 26: They're on the final lap and Nicholas remains in P3. The gap to P2 is just over a second...🇨🇦 #FIAF2
781,Spain_17,NicholasLatifi,2017-05-14 09:18:35+00:00,Lap 24: Nicholas is right with team-mate Rowland battling for P2 now...🇨🇦 #FIAF2,en,1,0,Lap 24: Nicholas is right with team-mate Rowland battling for P2 now...🇨🇦 #FIAF2
782,Spain_17,NicholasLatifi,2017-05-14 09:12:14+00:00,Lap 20: Six laps to run and Nicholas continues to lead from Matsushita. The gap is 3.9sec...🇨🇦 #FIAF2,en,2,0,Lap 20: Six laps to run and Nicholas continues to lead from Matsushita. The gap is 3.9sec...🇨🇦 #FIAF2
783,Spain_17,NicholasLatifi,2017-05-14 09:08:41+00:00,Lap 17: Nicholas really wants his first @FIA_F2 win! He's extended his lead to 3.4sec now...🇨🇦 #FIAF2,en,2,0,Lap 17: Nicholas really wants his first win! He's extended his lead to 3.4sec now...🇨🇦 #FIAF2
784,Spain_17,NicholasLatifi,2017-05-14 09:01:15+00:00,Lap 13: We're at mid-distance. The gap at the front has come down slightly to1.5sec but Nicholas is looking good so far...🇨🇦 #FIAF2,en,2,0,Lap 13: We're at mid-distance. The gap at the front has come down slightly to1.5sec but Nicholas is looking good so far...🇨🇦 #FIAF2
785,Spain_17,NicholasLatifi,2017-05-14 08:55:31+00:00,Lap 9: Hard-charging Nicholas has now extended his lead to 2.0sec...🇨🇦 #FIAF2,en,3,0,Lap 9: Hard-charging Nicholas has now extended his lead to 2.0sec...🇨🇦 #FIAF2
786,Spain_17,NicholasLatifi,2017-05-14 08:52:20+00:00,"Lap 7: Nicholas looking comfortable in the lead. His advantage is now at 1.45sec and, crucially, he's out of the DRS zone...🇨🇦 #FIAF2",en,3,0,"Lap 7: Nicholas looking comfortable in the lead. His advantage is now at 1.45sec and, crucially, he's out of the DRS zone...🇨🇦 #FIAF2"
787,Spain_17,NicholasLatifi,2017-05-14 08:47:49+00:00,Lap 5: Nicholas's lead at the head of the field currently stands at 1.2sec...🇨🇦 #FIAF2,en,2,0,Lap 5: Nicholas's lead at the head of the field currently stands at 1.2sec...🇨🇦 #FIAF2
788,Spain_17,NicholasLatifi,2017-05-14 08:45:53+00:00,Lap 3: Nicholas sets the fastest lap of the race so far with a 1m34.811s! Looking good...🇨🇦 #FIAF2,en,1,0,Lap 3: Nicholas sets the fastest lap of the race so far with a 1m34.811s! Looking good...🇨🇦 #FIAF2
789,Spain_17,NicholasLatifi,2017-05-14 08:44:10+00:00,Lap 3: The Safety Car is on and we're racing again. 🇨🇦 #FIAF2,en,2,0,Lap 3: The Safety Car is on and we're racing again. 🇨🇦 #FIAF2
790,Spain_17,NicholasLatifi,2017-05-14 08:43:30+00:00,Lap 2: Nicholas leads behind the Safety Car. Replay of the start shows what a fantastic start Nicholas made. P3 to P1 in a matter of metres!,en,1,0,Lap 2: Nicholas leads behind the Safety Car. Replay of the start shows what a fantastic start Nicholas made. P3 to P1 in a matter of metres!
791,Spain_17,NicholasLatifi,2017-05-14 08:42:07+00:00,Lap 1: The Safety Car is out already after two cars clash at Turn 7 and find themselves stranded. 🇨🇦 #FIAF2,en,0,0,Lap 1: The Safety Car is out already after two cars clash at Turn 7 and find themselves stranded. 🇨🇦 #FIAF2
792,Spain_17,NicholasLatifi,2017-05-14 08:40:34+00:00,Lap 1: Fantastic start from Nicholas as he hits the front into Turn One! 🇨🇦 #FIAF2,en,2,0,Lap 1: Fantastic start from Nicholas as he hits the front into Turn One! 🇨🇦 #FIAF2
793,Spain_17,NicholasLatifi,2017-05-14 08:39:31+00:00,"Okay, everyone's in position...🔴🔴🔴🔴🔴....GO!!! 🇨🇦 #FIAF2",en,3,0,"Okay, everyone's in position...red_circlered_circlered_circlered_circlered_circle....GO!!! 🇨🇦 #FIAF2"
794,Spain_17,NicholasLatifi,2017-05-14 08:35:16+00:00,The @FIA_F2 formation lap is underway. Not long until lights out. All eyes on Nicholas's #10 machine...🇨🇦 #FIAF2,en,3,0,The formation lap is underway. Not long until lights out. All eyes on Nicholas's #10 machine...🇨🇦 #FIAF2
795,Spain_17,NicholasLatifi,2017-05-14 08:30:01+00:00,"The Sprint Race distance is 26 laps of the 4.66km track. And, remember, no pit stops allowed. Looking after the rubber is vital. 🇨🇦 #FIAF2",en,1,0,"The Sprint Race distance is 26 laps of the 4.66km track. And, remember, no pit stops allowed. Looking after the rubber is vital. 🇨🇦 #FIAF2"
796,Spain_17,NicholasLatifi,2017-05-14 08:26:42+00:00,A strong P6 finish in yesterday's @FIA_F2 Feature Race puts Nicholas P3 on the grid for this morning's battle 🇨🇦 #FIAF2,en,2,0,A strong P6 finish in yesterday's Feature Race puts Nicholas P3 on the grid for this morning's battle 🇨🇦 #FIAF2
797,Spain_17,NicholasLatifi,2017-05-14 08:24:32+00:00,Nicholas is in the cockpit of his @damsracing car so its Steve on duty for live race updates. Stay tuned...🇨🇦 #FIAF2,en,1,0,Nicholas is in the cockpit of his car so its Steve on duty for live race updates. Stay tuned...🇨🇦 #FIAF2
798,Spain_17,NicholasLatifi,2017-05-14 08:22:50+00:00,Good morning from @Circuitcat_eng! It's almost time for the @FIA_F2 Sprint Race. Lights out in 10 minutes. 🇨🇦 #FIAF2,en,2,0,Good morning from It's almost time for the Sprint Race. Lights out in 10 minutes. 🇨🇦 #FIAF2
799,Spain_17,NicholasLatifi,2017-05-13 20:28:31+00:00,Shame about the safety car today as we were looking good for a podium! Recovered to finish P6! All to play for tomorrow from P3👊🏻#SpanishGP https://t.co/Qo9U2oRAJV,en,22,0,Shame about the safety car today as we were looking good for a podium! Recovered to finish P6! All to play for tomorrow from P3oncoming_fistlight_skin_tone#SpanishGP
800,Spain_17,NicholasLatifi,2017-05-13 14:57:06+00:00,Tomorrow: P6 today means Nicholas starts tomorrow's @FIA_F2 Sprint Race from P3 on the reversed grid...🇨🇦#FIAF2,en,4,0,Tomorrow: P6 today means Nicholas starts tomorrow's Sprint Race from P3 on the reversed grid...🇨🇦#FIAF2
801,Spain_17,NicholasLatifi,2017-05-13 14:53:52+00:00,"So, the Feature Race ends with P6 and 8 @FIA_F2 championship points for Nicholas. A good day at the office! 🇨🇦 #FIAF2",en,3,0,"So, the Feature Race ends with P6 and 8 championship points for Nicholas. A good day at the office! 🇨🇦 #FIAF2"
802,Spain_17,NicholasLatifi,2017-05-13 14:52:59+00:00,Analysis: Looking after his hard #Pirelli tyres was the key for Nicholas. That kept him in touch as he switched to the softs...🇨🇦 #FIAF2,en,2,0,Analysis: Looking after his hard #Pirelli tyres was the key for Nicholas. That kept him in touch as he switched to the softs...🇨🇦 #FIAF2
803,Spain_17,NicholasLatifi,2017-05-13 14:49:24+00:00,Chequered flag: Nicholas takes P6 in the @FIA_F2 Feature Race! A very strong race and a nice haul of championship points...🇨🇦 #FIAF2,en,4,0,Chequered flag: Nicholas takes P6 in the Feature Race! A very strong race and a nice haul of championship points...🇨🇦 #FIAF2
804,Spain_17,NicholasLatifi,2017-05-13 14:47:03+00:00,Lap 37: He's through!!!! Nicholas takes P6 at Turn One – this time around the outside of Malja...🇨🇦 #FIAF2,en,3,0,Lap 37: He's through!!!! Nicholas takes P6 at Turn One – this time around the outside of Malja...🇨🇦 #FIAF2
805,Spain_17,NicholasLatifi,2017-05-13 14:45:42+00:00,Lap 36: Nicholas is now all over Malja who occupies P6. The gap is only 0.4s! 🇨🇦 #FIAF2,en,1,0,Lap 36: Nicholas is now all over Malja who occupies P6. The gap is only 0.4s! 🇨🇦 #FIAF2
806,Spain_17,NicholasLatifi,2017-05-13 14:44:10+00:00,Lap 35: Nicholas fires his @damsracing car past King at Turn One to move up to P7. Three laps to go...🇨🇦 #FIAF2,en,2,0,Lap 35: Nicholas fires his car past King at Turn One to move up to P7. Three laps to go...🇨🇦 #FIAF2
807,Spain_17,NicholasLatifi,2017-05-13 14:40:14+00:00,Lap 32: King is the next driver in Nicholas's sights. The P7 man is currently 2sec a lap slower than Nicholas...🇨🇦 #FIAF2,en,2,0,Lap 32: King is the next driver in Nicholas's sights. The P7 man is currently 2sec a lap slower than Nicholas...🇨🇦 #FIAF2
